filePath;Package Name;Class Name;TLOC;TASSERT;TCM
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\StandardPieSectionLabelGeneratorTest.java;org.jfree.chart.labels;StandardPieSectionLabelGeneratorTest;137;19;7,21
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\StandardPieToolTipGeneratorTest.java;org.jfree.chart.labels;StandardPieToolTipGeneratorTest;128;19;6,74
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\StandardXYItemLabelGeneratorTest.java;org.jfree.chart.labels;StandardXYItemLabelGeneratorTest;156;32;4,88
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\StandardXYSeriesLabelGeneratorTest.java;org.jfree.chart.labels;StandardXYSeriesLabelGeneratorTest;120;13;9,23
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\StandardXYToolTipGeneratorTest.java;org.jfree.chart.labels;StandardXYToolTipGeneratorTest;136;21;6,48
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\StandardXYZToolTipGeneratorTest.java;org.jfree.chart.labels;StandardXYZToolTipGeneratorTest;146;23;6,35
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\SymbolicXYItemLabelGeneratorTest.java;org.jfree.chart.labels;SymbolicXYItemLabelGeneratorTest;96;9;10,67
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\legend\LegendGraphicTest.java;org.jfree.chart.legend;LegendGraphicTest;180;41;4,39
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\legend\LegendTitleTest.java;org.jfree.chart.legend;LegendTitleTest;134;22;6,09
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\legend\PaintScaleLegendTest.java;org.jfree.chart.legend;PaintScaleLegendTest;144;28;5,14
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\LegendItemCollectionTest.java;org.jfree.chart;LegendItemCollectionTest;109;9;12,11
